번호,발생시각,규모,깊이(km),위도,경도,위치
1200,2017.12.30 19:44,2,17,35.76 N,129.17 E,경북 경주시 남남서쪽 9km 지역
1199,2017.12.29 17:40,2.1,10,36.11 N,129.34 E,경북 포항시 북구 북북서쪽 8km 지역
1198,2017.12.27 19:42,2.3,8,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역
1197,2017.12.27 19:27,2.8,8,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역
1196,2017.12.26 4:05,2.2,7,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역
1195,2017.12.25 16:32,2.1,8,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역
1194,2017.12.25 16:19,3.5,10,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역
1193,2017.12.22 12:35,2.2,-,39.31 N,127.15 E,북한 함경남도 고원 남남서쪽 15km 지역
1192,2017.12.21 12:01,2,-,36.72 N,128.01 E,경북 문경시 북서쪽 21km 지역
1191,2017.12.20 19:22,2.3,18,36.09 N,125.64 E,충남 태안군 서격렬비도 남쪽 57km 해역
1190,2017.12.19 13:34,2.1,7,35.77 N,129.42 E,경북 경주시 동남동쪽 20km 지역
1189,2017.12.12 10:06,2.5,-,38.32 N,126.18 E,북한 황해북도 평산 서쪽 19km 지역
1188,2017.12.9 16:15,2.3,23,35.61 N,129.99 E,울산 동구 동북동쪽 54km 해역
1187,2017.12.9 15:40,2.8,-,41.31 N,129.11 E,북한 함경북도 길주 북북서쪽 43km 지역
1186,2017.12.9 15:13,3,16,41.32 N,129.10 E,북한 함경북도 길주 북북서쪽 45km 지역
1185,2017.12.9 2:39,2.3,9,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역
1184,2017.12.9 1:49,2.2,8,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역
1183,2017.12.5 23:40,2.7,-,41.32 N,129.13 E,북한 함경북도 길주 북북서쪽 44km 지역
1182,2017.12.5 21:19,2.1,11,36.02 N,129.45 E,경북 포항시 남구 동쪽 9km 해역
1181,2017.12.4 21:55,2.5,21,33.42 N,127.15 E,제주 서귀포시 성산 동쪽 25km 해역
1180,2017.12.3 1:13,2.1,13,36.75 N,128.82 E,경북 안동시 북북동쪽 22km 지역
1179,2017.12.2 7:45,2.5,-,41.32 N,129.20 E,북한 함경북도 길주 북북서쪽 43km 지역
1178,2017.12.1 16:23,2.7,8,33.24 N,127.32 E,제주 서귀포시 성산 동남동쪽 44km 해역
1177,2017.12.1 8:03,2.4,7,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역
1176,2017.11.26 3:13,2.9,-,36.69 N,124.65 E,충남 태안군 서격렬비도 서쪽 79km 해역
1175,2017.11.25 14:10,2.3,8,36.11 N,129.35 E,경북 포항시 북구 북쪽 7km 지역
1174,2017.11.25 12:51,2,8,36.10 N,129.35 E,경북 포항시 북구 북쪽 7km 지역
1173,2017.11.24 21:27,2.3,13,34.05 N,125.57 E,전남 신안군 흑산면 남쪽 68km 해역
1172,2017.11.24 1:17,2.3,8,36.11 N,129.35 E,경북 포항시 북구 북쪽 7km 지역
1171,2017.11.24 0:29,2.6,-,37.23 N,125.04 E,인천 옹진군 연평도 남서쪽 76km 해역
1170,2017.11.23 23:27,2.3,14,36.11 N,129.37 E,경북 포항시 북구 북쪽 8km 지역
1169,2017.11.22 22:15,2,8,36.12 N,129.35 E,경북 포항시 북구 북쪽 9km 지역
1168,2017.11.22 12:41,2.5,8,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역
1167,2017.11.21 9:53,2.4,-,36.11 N,129.33 E,경북 포항시 북구 북북서쪽 8km 지역
1166,2017.11.21 8:57,2.1,9,36.09 N,129.34 E,경북 포항시 북구 북북서쪽 5km 지역
1165,2017.11.21 5:58,2,13,36.09 N,129.35 E,경북 포항시 북구 북쪽 6km 지역
1164,2017.11.20 6:05,3.6,12,36.14 N,129.36 E,경북 포항시 북구 북쪽 11km 지역
1163,2017.11.19 23:45,3.5,9,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km 지역
1162,2017.11.19 6:40,2.2,11,36.09 N,129.34 E,경북 포항시 북구 북북서쪽 6km 지역
1161,2017.11.19 5:07,2.1,8,36.12 N,129.38 E,경북 포항시 북구 북쪽 9km 지역
1160,2017.11.19 3:33,2.4,12,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역
1159,2017.11.19 1:18,2,8,36.11 N,129.34 E,경북 포항시 북구 북북서쪽 8km 지역
1158,2017.11.17 18:57,2.6,12,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역
1157,2017.11.17 8:25,2.1,11,36.12 N,129.37 E,경북 포항시 북구 북쪽 8km지역
1156,2017.11.17 1:17,2.1,11,36.08 N,129.33 E,경북 포항시 북구 북북서쪽 6km지역
1155,2017.11.16 19:05,2.4,9,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km지역
1154,2017.11.16 17:32,2.2,8,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km지역
1153,2017.11.16 17:31,2,8,36.11 N,129.37 E,경북 포항시 북구 북쪽 7km지역
1152,2017.11.16 16:48,2.4,12,36.12 N,129.36 E,경북 포항시 북구 북쪽 8km 지역
1151,2017.11.16 14:31,2,10,36.10 N,129.34 E,경북 포항시 북구 북북서쪽 7km 지역
1150,2017.11.16 14:04,2.3,7,36.13 N,129.37 E,경북 포항시 북구 북쪽 10km 지역
1149,2017.11.16 10:37,2.3,11,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역
1148,2017.11.16 9:47,2.1,11,36.12 N,129.37 E,경북 포항시 북구 북쪽 9km 지역
1147,2017.11.16 9:02,3.6,8,36.12 N,129.37 E,경북 포항시 북구 북쪽 8km 지역
1146,2017.11.16 5:54,2.5,10,36.09 N,129.34 E,경북 포항시 북구 북북서쪽 6km 지역
1145,2017.11.16 5:03,2,8,36.08 N,129.34 E,경북 포항시 북구 북북서쪽 5km 지역
1144,2017.11.16 2:37,2.3,8,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역
1143,2017.11.16 1:36,2.5,14,36.14 N,129.36 E,경북 포항시 북구 북쪽 10km 지역
1142,2017.11.16 1:23,2.1,11,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역
1141,2017.11.16 0:38,2,9,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역
1140,2017.11.16 0:21,2.4,8,36.14 N,129.35 E,경북 포항시 북구 북쪽 10km 지역
1139,2017.11.15 23:18,2.1,10,36.13 N,129.38 E,경북 포항시 북구 북쪽 10km 지역
1138,2017.11.15 23:05,2,12,36.10 N,129.36 E,경북 포항시 북구 북쪽 6km 지역
1137,2017.11.15 22:43,2.1,10,36.10 N,129.36 E,경북 포항시 북구 북쪽 7km 지역
1136,2017.11.15 22:24,2.1,7,36.14 N,129.38 E,경북 포항시 북구 북쪽 11km 지역
1135,2017.11.15 21:59,2.1,7,36.14 N,129.36 E,경북 포항시 북구 북쪽 10km 지역
1134,2017.11.15 21:35,2,11,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역
1133,2017.11.15 20:54,2.4,10,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역
1132,2017.11.15 18:59,2.1,9,36.11 N,129.35 E,경북 포항시 북구 북쪽 8km 지역
1131,2017.11.15 18:58,2.2,8,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역
1130,2017.11.15 18:57,2.3,8,36.11 N,129.35 E,경북 포항시 북구 북북서쪽 8km 지역
1129,2017.11.15 18:51,2,11,36.14 N,129.38 E,경북 포항시 북구 북쪽 11km 지역
1128,2017.11.15 18:48,2.1,5,36.14 N,129.38 E,경북 포항시 북구 북쪽 11km 지역
1127,2017.11.15 18:41,2.1,11,36.09 N,129.32 E,경북 포항시 북구 북서쪽 6km 지역
1126,2017.11.15 17:42,2.2,10,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역
1125,2017.11.15 17:11,2.8,-,36.08 N,129.31 E,경북 포항시 북구 북서쪽 7km 지역
1124,2017.11.15 16:57,2.2,7,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역
1123,2017.11.15 16:49,4.3,10,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km 지역
1122,2017.11.15 16:18,2,6,36.14 N,129.36 E,경북 포항시 북구 북쪽 11km 지역
1121,2017.11.15 16:16,2.4,8,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역
1120,2017.11.15 16:11,2.9,12,36.13 N,129.36 E,경북 포항시 북구 북쪽 10km 지역
1119,2017.11.15 15:55,2.2,10,36.12 N,129.37 E,경북 포항시 북구 북쪽 9km 지역
1118,2017.11.15 15:36,2.3,7,36.09 N,129.33 E,경북 포항시 북구 북북서쪽 6km 지역
1117,2017.11.15 15:23,2.6,11,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역
1116,2017.11.15 15:19,2.4,11,36.14 N,129.38 E,경북 포항시 북구 북쪽 11km 지역
1115,2017.11.15 15:14,2.5,9,36.11 N,129.35 E,경북 포항시 북구 북쪽 8km 지역
1114,2017.11.15 15:09,3.5,8,36.09 N,129.34 E,경북 포항시 북구 북북서쪽 6km 지역
1113,2017.11.15 15:00,2.9,8,36.11 N,129.35 E,경북 포항시 북구 북쪽 7km 지역
1112,2017.11.15 14:58,2.9,-,36.12 N,129.37 E,경북 포항시 북구 북쪽 9km 지역
1111,2017.11.15 14:56,2.8,12,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역
1110,2017.11.15 14:52,2.4,9,36.11 N,129.35 E,경북 포항시 북구 북쪽 8km 지역
1109,2017.11.15 14:50,2.4,8,36.10 N,129.36 E,경북 포항시 북구 북쪽 6km 지역
1108,2017.11.15 14:46,2.5,6,36.12 N,129.39 E,경북 포항시 북구 북북동쪽 9km 지역
1107,2017.11.15 14:32,3.6,8,36.10 N,129.36 E,경북 포항시 북구 북쪽 7km 지역
1106,2017.11.15 14:29,5.4,7,36.11 N,129.37 E,경북 포항시 북구 북쪽 8km 지역
1105,2017.11.15 14:22,2.6,-,36.08 N,129.31 E,경북 포항시 북구 북서쪽 7km 지역
1104,2017.11.15 14:22,2.2,9,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역
1103,2017.11.14 2:17,2.7,-,37.29 N,124.82 E,인천 백령도 남쪽 75km 해역
1102,2017.11.11 17:18,2.2,18,34.84 N,127.46 E,전남 순천시 남남서쪽 12km 지역
1101,2017.11.9 13:29,2,16,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
1100,2017.11.8 17:52,2,9,35.16 N,128.57 E,경남 창원 마산합포구 남쪽 4km 지역
1099,2017.11.8 9:35,2.5,13,33.05 N,126.20 E,제주 제주시 고산 남쪽 28km 해역
1098,2017.10.30 11:02,2.1,10,36.42 N,126.48 E,충남 보령시 북서쪽 15km 해역
1097,2017.10.29 2:14,2.2,12,34.39 N,127.34 E,전남 고흥군 남남동쪽 25km 해역
1096,2017.10.21 13:11,2.7,12,33.63 N,126.05 E,제주 제주시 고산 북북서쪽 39km 해역
1095,2017.10.20 12:20,2.2,11,38.44 N,126.16 E,북한 황해북도 평산 서북서쪽 24km 지역
1094,2017.10.20 6:41,2,13,35.90 N,127.54 E,전북 진안군 북동쪽 15km 지역
1093,2017.10.18 4:56,2.6,16,36.59 N,129.45 E,경북 영덕군 북북동쪽 20km 해역
1092,2017.10.16 15:51,2.5,14,35.79 N,129.19 E,경북 경주시 남남서쪽 6km 지역
1091,2017.10.16 6:08,2.8,18,33.86 N,125.30 E,전남 신안군 흑산면 남쪽 89km 해역
1090,2017.10.13 1:41,2.7,-,41.39 N,129.03 E,북한 함경북도 길주 북북서쪽 54km 지역
1089,2017.10.8 12:18,2.8,16,34.84 N,127.25 E,전남 보성군 동북동쪽 17km 지역
1088,2017.10.4 12:10,2.1,11,36.16 N,127.13 E,충남 논산시 남동쪽 4km 지역
1087,2017.10.4 2:11,2.4,22,35.56 N,129.88 E,울산 동구 동쪽 42km 해역
1086,2017.9.30 15:34,2.5,18,33.42 N,127.15 E,제주 서귀포시 성산 동쪽 25km 해역
1085,2017.9.23 17:29,3.2,-,41.35 N,129.06 E,북한 함경북도 길주 북북서쪽 49km 지역
1084,2017.9.23 13:43,2.6,-,41.35 N,129.06 E,북한 함경북도 길주 북북서쪽 49km 지역
1083,2017.9.16 1:34,2.2,19,34.25 N,127.13 E,전남 여수시 거문도 북서쪽 29km 해역
1082,2017.9.11 17:25,3.2,-,35.29 N,124.16 E,전남 신안군 흑산면 서북서쪽 139km 해역
1081,2017.9.7 14:58,2.9,19,37.60 N,125.34 E,인천 옹진군 연평도 서남서쪽 33km 해역
1080,2017.9.1 5:57,2.1,18,36.42 N,127.21 E,충남 공주시 동남동쪽 9km 지역
1079,2017.8.29 22:06,2.4,7,35.31 N,125.36 E,전남 영광군 안마도 서쪽 61km 해역
1078,2017.8.21 1:30,2.1,-,38.82 N,126.13 E,북한 평양 동남동쪽 39km 지역
1077,2017.8.16 0:35,2.5,-,38.73 N,125.69 E,북한 황해북도 송림 동쪽 5km 지역
1076,2017.8.15 21:32,2.6,-,38.73 N,125.67 E,북한 황해북도 송림 동쪽 3km 지역
1075,2017.8.9 13:53,2.7,12,33.87 N,125.52 E,전남 신안군 흑산면 남쪽 87km 해역
1074,2017.8.7 20:53,2.6,-,38.70 N,125.63 E,북한 황해북도 송림 남남서쪽 4km 지역
1073,2017.7.20 14:38,2,11,37.39 N,129.54 E,강원 삼척시 동남동쪽 33km 해역
1072,2017.7.19 10:23,2.2,28,33.77 N,126.12 E,제주 제주시 북서쪽 48km 해역
1071,2017.7.18 10:31,2.7,17,37.69 N,126.19 E,인천 강화군 서남서쪽 27km 해역
1070,2017.7.9 3:43,2.1,18,33.51 N,125.73 E,제주 제주시 고산 서북서쪽 47km 해역
1069,2017.7.8 23:45,2.8,-,40.40 N,127.29 E,북한 함경남도 장진 동북동쪽 5km 지역
1068,2017.7.6 6:00,2.4,6,36.00 N,127.94 E,경북 김천시 남서쪽 22km 지역
1067,2017.7.5 19:17,2.5,5,35.99 N,127.97 E,경북 김천시 남서쪽 21km 지역
1066,2017.6.28 13:00,2.7,-,40.00 N,125.81 E,북한 평안북도 영변 북쪽 22km 지역
1065,2017.6.27 20:17,2,-,35.77 N,129.20 E,경북 경주시 남남서쪽 8km 지역
1064,2017.6.20 11:02,2,-,35.85 N,129.08 E,경북 경주시 서쪽 12km 지역
1063,2017.6.17 14:30,2.3,-,33.38 N,127.21 E,제주 서귀포시 성산 동쪽 30km 해역
1062,2017.6.15 16:56,2.4,-,36.54 N,125.07 E,충남 태안군 서격렬비도 서쪽 42km 해역
1061,2017.6.14 2:43,2.2,-,38.34 N,126.14 E,북한 황해북도 평산 서쪽 22km 지역
1060,2017.6.13 8:01,2.1,-,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역
1059,2017.6.11 20:31,2.5,-,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
1058,2017.6.11 18:16,2,-,37.28 N,129.21 E,강원 삼척시 남남동쪽 19km 지역
1057,2017.6.4 5:16,2.1,-,36.83 N,128.10 E,충북 충주시 남동쪽 24km 지역
1056,2017.5.28 15:47,2.7,-,35.67 N,129.56 E,울산 북구 동북동쪽 20km 해역
1055,2017.5.25 11:20,3,-,36.96 N,124.40 E,충남 태안군 서격렬비도 서북서쪽 109km 해역
1054,2017.5.20 22:29,2.9,-,37.73 N,129.62 E,강원 동해시 동북동쪽 50km 해역
1053,2017.5.20 16:29,2,-,35.92 N,128.27 E,경북 성주군 북서쪽 1km 지역
1052,2017.5.16 23:29,2.2,-,36.60 N,128.92 E,경북 안동시 동북동쪽 17km 지역
1051,2017.5.16 20:06,2.1,-,36.85 N,124.55 E,충남 태안군 서격렬비도 서북서쪽 92km 해역
1050,2017.5.13 18:37,2.8,-,36.61 N,129.44 E,경북 영덕군 북북동쪽 23km 해역
1049,2017.5.10 22:31,2.1,-,36.61 N,129.45 E,경북 영덕군 북북동쪽 23km 해역
1048,2017.5.10 14:06,2.5,-,35.88 N,126.19 E,전북 부안군 위도 북북서쪽 32km 해역
1047,2017.5.5 23:16,3,-,35.32 N,127.43 E,전남 구례군 북북서쪽 13km 지역
1046,2017.5.5 0:02,2,-,36.73 N,128.10 E,경북 문경시 북북서쪽 18km 지역
1045,2017.5.4 21:46,2.4,-,36.74 N,128.10 E,경북 문경시 북북서쪽 18km 지역
1044,2017.5.4 1:08,2.6,-,36.61 N,129.44 E,경북 영덕군 북북동쪽 22km 해역
1043,2017.4.28 11:19,2.1,-,36.60 N,128.81 E,경북 안동시 동북동쪽 8km 지역
1042,2017.4.28 5:54,2.4,-,33.33 N,127.85 E,제주 서귀포시 성산 동쪽 90km 해역
1041,2017.4.20 16:00,3.2,-,33.77 N,127.28 E,전남 여수시 거문도 남쪽 29km 해역
1040,2017.4.18 17:36,2.1,-,35.50 N,128.88 E,경남 밀양시 동쪽 12km 지역
1039,2017.4.18 1:17,2,-,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
1038,2017.4.16 21:39,2.2,-,36.70 N,125.18 E,충남 태안군 서격렬비도 서북서쪽 33km 해역
1037,2017.4.15 17:16,2,-,36.11 N,129.37 E,경북 포항시 북구 북쪽 8km 지역
1036,2017.4.15 11:31,3.1,-,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역
1035,2017.4.15 5:41,2.2,-,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
1034,2017.4.10 4:02,2.3,-,35.16 N,128.77 E,경남 창원시 진해구 동북동쪽 6km 지역
1033,2017.4.9 14:12,2.4,-,38.99 N,126.20 E,북한 평안남도 성천 남쪽 28km 지역
1032,2017.4.9 1:45,2.1,-,35.76 N,129.20 E,경북 경주시 남쪽 9km 지역
1031,2017.4.8 23:13,2.1,-,38.72 N,125.61 E,북한 황해북도 송림 북북서쪽 2km 지역
1030,2017.4.8 18:20,2.7,-,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
1029,2017.4.7 0:04,2,-,35.97 N,127.80 E,전북 무주군 동남동쪽 13km 지역
1028,2017.4.4 23:25,2.2,-,35.67 N,129.85 E,울산 동구 동북동쪽 43km 해역
1027,2017.4.1 16:04,2.2,-,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역
1026,2017.3.31 13:53,2.5,-,35.78 N,129.20 E,경북 경주시 남남서쪽 6km 지역
1025,2017.3.31 13:46,3.3,-,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역
1024,2017.3.30 21:49,2,-,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
1023,2017.3.28 15:45,2,-,35.79 N,129.20 E,경북 경주시 남남서쪽 5km 지역
1022,2016.12.31 8:01,2.6,,39.31 N,126.27 E,북한 평안남도 성천 북북동쪽 9km 지역
1021,2016.12.30 15:04,2.5,,38.64 N,125.76 E,북한 황해북도 사리원 북쪽 15km 지역
1020,2016.12.29 21:32,2.3,,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km 지역
1019,2016.12.29 5:53,2.6,,38.71 N,125.76 E,북한 황해북도 송림 동남동쪽 11km 지역
1018,2016.12.25 6:29,2.5,,35.78 N,129.31 E,경북 경주시 남동쪽 11km 지역
1017,2016.12.25 1:59,2.4,,35.25 N,129.39 E,부산 기장군 동쪽 15km 해역
1016,2016.12.23 5:31,2.2,,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km 지역
1015,2016.12.22 21:13,2.2,,34.45 N,128.54 E,경남 통영시 매물도 남쪽 22km 해역
1014,2016.12.15 17:14,2.1,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
1013,2016.12.14 17:20,3.3,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
1012,2016.12.14 10:05,2.1,,36.54 N,128.08 E,경북 상주시 북북서쪽 16km 지역
1011,2016.12.12 17:53,3.3,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
1010,2016.12.12 4:46,2.2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
1009,2016.12.11 16:05,2.6,,36.07 N,125.57 E,충남 태안군 서격렬비도 남쪽 59km 해역
1008,2016.12.10 15:51,2,,37.63 N,129.68 E,강원 삼척시 동북동쪽 50km 해역
1007,2016.12.10 0:51,2.1,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
1006,2016.12.9 11:30,2.4,,35.69 N,129.36 E,경북 경주시 남동쪽 21km 지역
1005,2016.12.7 22:34,2.4,,37.18 N,125.48 E,인천 옹진군 연평도 남남서쪽 57km 해역
1004,2016.12.5 7:42,2.1,,35.81 N,129.72 E,경북 포항시 남구 남동쪽 39km 해역
1003,2016.12.5 0:47,2.1,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
1002,2016.12.2 4:45,2.1,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
1001,2016.11.29 10:09,2.9,,33.40 N,125.72 E,제주 제주시 고산 서북서쪽 43km 해역
1000,2016.11.28 23:33,2.2,,38.49 N,126.14 E,북한 황해북도 평산 북서쪽 28km 지역
999,2016.11.28 20:57,2.4,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
998,2016.11.27 20:08,2.2,,36.02 N,127.39 E,충남 금산군 남서쪽 13km 지역
997,2016.11.27 6:53,2.5,,36.34 N,127.33 E,대전 유성구 남서쪽 3km 지역
996,2016.11.25 18:53,2.3,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
995,2016.11.19 3:29,2.1,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
994,2016.11.18 2:02,2,,35.51 N,128.09 E,경남 합천군 남서쪽 9km 지역
993,2016.11.16 23:15,2.1,,34.86 N,125.08 E,전남 신안군 흑산면 서북서쪽 43km 해역
992,2016.11.15 16:27,2,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
991,2016.11.15 12:22,2.5,,38.35 N,128.09 E,북한 강원도 금강군 남남동쪽 29km 지역
990,2016.11.13 21:52,3.5,,36.36 N,126.63 E,충남 보령시 북북동쪽 4km 지역
989,2016.11.13 2:27,2.3,,38.76 N,125.66 E,북한 황해북도 송림 북동쪽 3km 지역
988,2016.11.10 22:37,2.5,,36.46 N,129.89 E,경북 영덕군 동쪽 47km 해역
987,2016.11.9 20:55,2.3,,36.55 N,129.60 E,경북 영덕군 북동쪽 26km 해역
986,2016.11.6 6:26,3.5,,33.76 N,125.07 E,전남 신안군 흑산면 남남서쪽 106km 해역
985,2016.11.3 23:35,2.6,,35.32 N,128.49 E,경남 함안군 북동쪽 9km 지역
984,2016.11.3 10:36,2.3,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
983,2016.11.3 10:02,2.3,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
982,2016.11.3 3:46,2.1,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
981,2016.11.2 3:01,2.3,,33.53 N,126.88 E,제주 제주시 동쪽 33km 지역
980,2016.10.25 19:57,2.4,,35.70 N,129.37 E,경북 경주시 남동쪽 21km 지역
979,2016.10.25 3:23,2,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
978,2016.10.24 9:02,2.2,,37.25 N,127.02 E,경기 수원시 권선구 동쪽 4km 지역
977,2016.10.23 3:00,2.7,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역
976,2016.10.21 12:47,2.6,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
975,2016.10.21 10:13,2.2,,36.46 N,126.87 E,충남 청양군 동쪽 6km 지역
974,2016.10.20 12:17,2.4,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
973,2016.10.15 23:49,2.2,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
972,2016.10.15 18:55,2.5,,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역
971,2016.10.14 8:20,2.3,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
970,2016.10.12 0:29,2.9,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
969,2016.10.10 22:59,3.3,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
968,2016.10.9 14:03,2.2,,35.08 N,126.93 E,광주 동구 남쪽 7km 지역
967,2016.10.7 17:17,2.2,,35.77 N,129.23 E,경북 경주시 남쪽 8km 지역
966,2016.10.5 23:29,2.3,,38.76 N,125.62 E,북한 황해북도 송림 북북서쪽 3km 지역
965,2016.10.4 15:16,2.6,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
964,2016.10.2 20:53,3,,35.75 N,129.19 E,경북 경주시 남남서쪽 10km 지역
963,2016.10.1 17:00,2.3,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
962,2016.10.1 13:04,2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
961,2016.9.30 21:52,2.2,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
960,2016.9.30 18:06,2.3,,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역
959,2016.9.30 16:24,2,,35.77 N,129.16 E,경북 경주시 남남서쪽 9km 지역
958,2016.9.30 11:09,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
957,2016.9.28 21:10,2.7,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
956,2016.9.28 19:00,2.6,,38.74 N,125.73 E,북한 황해북도 송림 동쪽 8km 지역
955,2016.9.28 18:54,2.8,,38.74 N,125.69 E,북한 황해북도 송림 동쪽 5km 지역
954,2016.9.28 16:34,3.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
953,2016.9.24 19:56,2.5,,35.79 N,129.19 E,경북 경주시 남남서쪽 6km 지역
952,2016.9.23 18:21,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
951,2016.9.22 3:22,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
950,2016.9.22 0:01,2.3,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
949,2016.9.21 11:53,3.5,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
948,2016.9.21 11:36,2.2,,35.78 N,129.15 E,경북 경주시 남서쪽 9km 지역
947,2016.9.21 3:36,2.9,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
946,2016.9.21 0:59,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
945,2016.9.20 20:03,2.1,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
944,2016.9.20 15:05,2.5,,38.36 N,128.09 E,강원 양구군 북북동쪽 29km 지역(북한지역)
943,2016.9.20 9:58,2.4,,35.76 N,129.20 E,경북 경주시 남쪽 9km 지역
942,2016.9.19 21:00,2.1,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
941,2016.9.19 20:33,4.5,,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역
940,2016.9.19 9:17,2.1,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
939,2016.9.18 22:38,2,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
938,2016.9.18 16:27,2.4,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
937,2016.9.17 16:21,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
936,2016.9.17 7:12,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
935,2016.9.16 21:14,2.2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
934,2016.9.16 19:54,2.1,,35.74 N,129.17 E,경북 경주시 남남서쪽 12km 지역
